model,metin,skor
lemmatized_cbow_win4_dim300,gözler gözler hayat bekle gel gözler hayat git özlem gece özlem gözler hayat gel yollar özlem özlem kalp yalnızlık kalp özlem gece gözler aşk yalnızlık gece özlem gözler gece yalnızlık yalnızlık yollar bekle özlem gece hayat gece özlem gece gözler git rüya hayat kalp bekle bekle rüya bekle gözler gel yalnızlık yollar kalp hayat aşk bekle bekle aşk rüya gel yalnızlık rüya özlem bekle kalp gece git rüya özlem rüya gözler bekle aşk bekle kalp gel özlem hayat hayat aşk yalnızlık gel yalnızlık kalp yollar yollar rüya özlem özlem özlem gözler gece rüya aşk yollar rüya yollar gece hayat kalp git gece kalp hayat git kalp yalnızlık aşk yalnızlık gece gel aşk gözler gece rüya rüya hayat gel rüya kalp gel gece yollar gece özlem özlem rüya kalp rüya kalp rüya git yalnızlık özlem gece kalp hayat kalp aşk gözler gözler gözler aşk gece yalnızlık özlem kalp aşk aşk yollar kalp yalnızlık hayat aşk hayat rüya özlem kalp gece yalnızlık gece yalnızlık hayat kalp kalp yalnızlık gece rüya rüya yollar git kalp gözler bekle yalnızlık hayat aşk özlem özlem gözler rüya aşk özlem bekle gece yollar gözler kalp yalnızlık gece gel kalp kalp hayat yalnızlık gece git kalp yalnızlık özlem kalp hayat özlem kalp gece yalnızlık rüya rüya kalp git yollar yollar git özlem bekle rüya hayat yalnızlık gece bekle aşk yalnızlık gözler gel gece rüya aşk özlem hayat hayat yollar gözler git kalp gözler yollar aşk kalp hayat gözler yollar gözler rüya gözler gece git özlem git yalnızlık kalp özlem rüya git gel gece bekle rüya bekle yollar rüya git rüya hayat gece özlem kalp hayat gözler yalnızlık rüya hayat kalp rüya gel hayat aşk gözler hayat aşk git aşk hayat rüya yollar git hayat gel gece yalnızlık bekle,0.9989703893661499
lemmatized_cbow_win4_dim300,özlem yollar gözler kalp özlem gece gece özlem özlem git yollar gel yalnızlık gözler aşk gel aşk gece gece gözler kalp kalp rüya gözler rüya hayat yollar aşk bekle yalnızlık bekle yollar gözler gel yalnızlık aşk gece gece aşk aşk gece aşk gel gözler gel gözler gel kalp rüya özlem yollar aşk gel kalp yalnızlık git hayat aşk bekle yollar hayat yalnızlık bekle bekle yollar aşk yollar gece yalnızlık yalnızlık gece rüya git bekle bekle bekle kalp aşk kalp git kalp hayat yollar yollar gel rüya kalp yollar kalp rüya git gözler gel gece hayat git yalnızlık hayat bekle gel yalnızlık yollar yollar özlem yollar gözler git bekle git gözler gözler rüya gel gece gece gel gel git gel gel özlem yollar gece gel gözler özlem gözler rüya yollar gözler özlem yalnızlık rüya yalnızlık özlem yollar yollar yollar gel yalnızlık gel git git gece aşk git özlem hayat hayat gece gözler gözler bekle özlem aşk git gözler özlem gözler gel hayat özlem özlem yalnızlık hayat yalnızlık gece rüya gözler bekle yollar özlem özlem özlem kalp gece yalnızlık gel bekle hayat yalnızlık yalnızlık git bekle gel bekle özlem bekle kalp özlem hayat özlem yalnızlık bekle gözler gözler gel hayat aşk özlem yollar kalp rüya gözler yollar gece gözler rüya aşk yollar yalnızlık bekle gece kalp yalnızlık özlem gel rüya gel yalnızlık kalp rüya yollar git özlem gel hayat bekle rüya yollar aşk git bekle kalp gece özlem hayat bekle bekle gece git yalnızlık yalnızlık gece özlem kalp yollar aşk gece yollar hayat bekle yollar yollar git özlem gel aşk gözler git git rüya yalnızlık gece yollar gözler gel gel kalp aşk gece rüya aşk gözler gece,0.9989703893661499
lemmatized_cbow_win4_dim300,git kalp özlem hayat git git gece rüya bekle bekle yalnızlık gel yollar gözler yalnızlık gözler rüya yalnızlık hayat gel hayat gözler yalnızlık gözler yalnızlık yollar bekle bekle yollar kalp rüya yalnızlık yollar rüya yalnızlık gel kalp özlem yalnızlık gece aşk git bekle git hayat yollar kalp gel gece yalnızlık rüya gözler rüya hayat gözler yalnızlık kalp aşk gece bekle bekle yalnızlık gece hayat gözler gözler git kalp git özlem rüya gece gözler yalnızlık rüya gözler gözler rüya aşk gel rüya hayat gece hayat gece git yollar git kalp gözler aşk aşk gece yollar gel gel rüya yalnızlık gel gece yalnızlık aşk gel bekle rüya git kalp bekle özlem rüya bekle gözler özlem yalnızlık hayat bekle rüya gel yollar gece git gel yalnızlık gel rüya yalnızlık bekle yalnızlık hayat bekle yalnızlık kalp hayat yalnızlık özlem aşk yollar aşk yalnızlık gözler özlem gözler bekle bekle yollar bekle git hayat bekle kalp aşk bekle gözler yalnızlık yalnızlık yalnızlık kalp yalnızlık aşk yalnızlık özlem rüya yalnızlık yalnızlık gözler aşk rüya kalp gözler hayat gel yollar yollar gece gözler rüya hayat gece gözler bekle özlem aşk kalp kalp aşk yollar git gece yollar git yalnızlık gece yollar özlem aşk gel yalnızlık gece hayat yalnızlık kalp gözler git kalp rüya özlem yollar rüya bekle yalnızlık yalnızlık kalp yollar bekle git kalp aşk git gece özlem git bekle aşk git gel gözler hayat git gözler aşk gece kalp hayat kalp git yalnızlık gözler yollar aşk yalnızlık rüya kalp kalp gel gözler yalnızlık hayat yollar gel yalnızlık aşk yalnızlık bekle yalnızlık özlem bekle kalp özlem bekle yalnızlık özlem hayat gel aşk gel yollar bekle git,0.9989703893661499
lemmatized_skipgram_win2_dim100,yollar yollar gözler kalp yollar kalp gece gel gel gece gece kalp yalnızlık git yalnızlık gel gel hayat git bekle yollar gözler gel rüya hayat rüya aşk gözler yalnızlık git gece gözler rüya git özlem bekle hayat git yollar özlem rüya kalp hayat hayat bekle kalp özlem gece aşk git yollar gece git gece gözler yalnızlık aşk git gece gözler özlem kalp yollar aşk gözler yalnızlık rüya özlem hayat aşk gel gel gece bekle kalp bekle hayat hayat aşk yalnızlık gel yollar bekle bekle gece yollar kalp özlem git git özlem bekle aşk gözler yollar git kalp gel özlem gel rüya git gel git yollar yalnızlık bekle hayat bekle git yollar yollar bekle git hayat yalnızlık yalnızlık hayat hayat yollar gözler yalnızlık kalp özlem gece rüya hayat bekle gözler git aşk yollar kalp yalnızlık bekle rüya yalnızlık özlem gece kalp kalp hayat gel aşk gel hayat gece yalnızlık kalp gel gece hayat yollar yalnızlık gece özlem aşk gel bekle gözler hayat gözler aşk git kalp yalnızlık git gece kalp yalnızlık hayat gel gel yalnızlık aşk rüya bekle kalp rüya hayat gece git gel kalp gece git gözler aşk bekle özlem kalp gözler hayat gece rüya gece gece gece bekle aşk özlem bekle gözler yollar yalnızlık gel özlem aşk yalnızlık yalnızlık rüya hayat git özlem aşk rüya gece hayat özlem rüya gözler bekle gel aşk git yalnızlık aşk git git hayat git aşk rüya bekle gece yalnızlık gel bekle yalnızlık aşk rüya gel kalp gözler rüya git yollar git özlem kalp gel yalnızlık yalnızlık gece yalnızlık yalnızlık bekle gözler git özlem yalnızlık yalnızlık rüya git git yalnızlık gece bekle rüya rüya yollar hayat özlem gel hayat git,0.9925847053527832
lemmatized_skipgram_win2_dim100,kalp hayat özlem kalp aşk gel git yalnızlık bekle git hayat hayat yalnızlık aşk yollar aşk gel gece özlem gözler yollar gözler aşk gece gece kalp rüya gel aşk yalnızlık gözler aşk bekle gel yalnızlık aşk hayat kalp kalp gözler gözler rüya aşk kalp git gözler özlem yollar gözler yalnızlık hayat git rüya aşk hayat kalp gözler yalnızlık rüya gel özlem özlem bekle bekle yalnızlık git git git gel özlem gözler hayat hayat yalnızlık git bekle gözler git bekle rüya hayat git git yalnızlık git özlem git gel rüya yalnızlık aşk gözler git yalnızlık gel bekle kalp gel gözler gece gece yalnızlık yalnızlık kalp özlem bekle özlem rüya bekle kalp yalnızlık gece rüya gece gel hayat gece kalp özlem kalp kalp yollar hayat gece bekle rüya rüya git bekle yalnızlık özlem hayat gece yalnızlık aşk bekle hayat özlem kalp yalnızlık aşk hayat yalnızlık yollar gel özlem gözler gözler gözler bekle yollar gözler bekle bekle rüya aşk özlem aşk yalnızlık özlem kalp gece kalp hayat gel rüya yollar gel gel hayat gözler gözler gözler kalp yollar rüya hayat gözler gece yollar gözler yollar git yollar özlem gece yalnızlık gece gel rüya gözler yalnızlık gel rüya hayat rüya gözler özlem yollar gel aşk yalnızlık kalp yalnızlık yalnızlık gözler bekle yollar yalnızlık özlem özlem yalnızlık rüya aşk git özlem rüya yollar yollar gözler gel yollar hayat özlem kalp git yollar gece gözler yalnızlık bekle gece rüya gece rüya gözler gece yalnızlık gel yollar yalnızlık git rüya,0.9925847053527832
lemmatized_skipgram_win2_dim100,özlem gözler gel yollar git bekle yalnızlık kalp gel özlem rüya aşk bekle kalp yalnızlık gözler yalnızlık gözler yalnızlık yollar aşk git hayat yollar gel gece bekle özlem gece özlem kalp kalp gel özlem yalnızlık bekle gel rüya yalnızlık yalnızlık rüya gözler gel yalnızlık gel hayat özlem aşk rüya rüya hayat aşk rüya bekle yollar aşk yalnızlık git kalp yollar yalnızlık gözler gece kalp rüya gece kalp gözler hayat rüya aşk gece bekle git kalp hayat bekle özlem bekle gece rüya yalnızlık gece bekle gel özlem rüya yollar gel yollar yalnızlık kalp hayat aşk kalp aşk aşk gece yollar gece bekle bekle kalp hayat gel gece gece özlem rüya özlem rüya kalp rüya bekle kalp gözler hayat hayat yollar kalp yalnızlık gözler yollar aşk kalp git hayat rüya hayat gözler yollar bekle gel aşk gel aşk git kalp rüya gel rüya yollar gece kalp kalp gece bekle yollar yalnızlık bekle hayat aşk gözler gel gözler kalp özlem yalnızlık bekle hayat aşk gözler bekle gözler hayat bekle gece kalp git aşk kalp git rüya bekle yollar aşk gece gece bekle gece gel bekle aşk gözler özlem yollar rüya bekle yollar aşk gözler yalnızlık kalp rüya özlem kalp kalp bekle özlem aşk git git git özlem hayat gözler kalp bekle gel rüya özlem kalp yalnızlık hayat aşk özlem yalnızlık kalp yollar hayat özlem yalnızlık gözler git yollar gece gece gece gel yalnızlık hayat yollar kalp,0.9925847053527832
lemmatized_skipgram_win2_dim100,yollar hayat hayat git bekle git gözler gece gece kalp git git kalp kalp bekle git aşk hayat özlem git kalp aşk hayat bekle bekle yollar gel yalnızlık kalp aşk gel kalp rüya gece gel yalnızlık hayat rüya yollar gözler hayat özlem gel aşk git hayat git gel kalp rüya gel yollar gözler yollar yollar kalp gece yollar kalp yollar yalnızlık yalnızlık git bekle hayat rüya rüya özlem gel yollar kalp aşk git yalnızlık aşk gözler gel rüya git yollar gel hayat git bekle rüya gece gel gel gel yalnızlık rüya gözler hayat git yalnızlık bekle rüya rüya gece yollar git rüya bekle yollar aşk gece gel aşk yollar yollar aşk gece gözler rüya bekle aşk gözler kalp gece git bekle gece git yalnızlık yollar özlem gel yollar rüya hayat bekle bekle kalp git yalnızlık kalp kalp gece aşk git kalp yollar bekle gözler yalnızlık hayat gözler bekle kalp bekle yollar özlem gözler yalnızlık rüya rüya gözler gözler rüya yalnızlık rüya bekle rüya hayat kalp kalp gece gözler aşk bekle yollar yalnızlık özlem özlem rüya bekle gece rüya gözler hayat git kalp gel git bekle yalnızlık gel aşk gel bekle rüya kalp kalp kalp rüya aşk hayat git gel hayat aşk aşk gözler gözler yollar hayat git gece yollar gel git aşk gel gece,0.9925847053527832
lemmatized_skipgram_win2_dim100,git kalp özlem hayat git git gece rüya bekle bekle yalnızlık gel yollar gözler yalnızlık gözler rüya yalnızlık hayat gel hayat gözler yalnızlık gözler yalnızlık yollar bekle bekle yollar kalp rüya yalnızlık yollar rüya yalnızlık gel kalp özlem yalnızlık gece aşk git bekle git hayat yollar kalp gel gece yalnızlık rüya gözler rüya hayat gözler yalnızlık kalp aşk gece bekle bekle yalnızlık gece hayat gözler gözler git kalp git özlem rüya gece gözler yalnızlık rüya gözler gözler rüya aşk gel rüya hayat gece hayat gece git yollar git kalp gözler aşk aşk gece yollar gel gel rüya yalnızlık gel gece yalnızlık aşk gel bekle rüya git kalp bekle özlem rüya bekle gözler özlem yalnızlık hayat bekle rüya gel yollar gece git gel yalnızlık gel rüya yalnızlık bekle yalnızlık hayat bekle yalnızlık kalp hayat yalnızlık özlem aşk yollar aşk yalnızlık gözler özlem gözler bekle bekle yollar bekle git hayat bekle kalp aşk bekle gözler yalnızlık yalnızlık yalnızlık kalp yalnızlık aşk yalnızlık özlem rüya yalnızlık yalnızlık gözler aşk rüya kalp gözler hayat gel yollar yollar gece gözler rüya hayat gece gözler bekle özlem aşk kalp kalp aşk yollar git gece yollar git yalnızlık gece yollar özlem aşk gel yalnızlık gece hayat yalnızlık kalp gözler git kalp rüya özlem yollar rüya bekle yalnızlık yalnızlık kalp yollar bekle git kalp aşk git gece özlem git bekle aşk git gel gözler hayat git gözler aşk gece kalp hayat kalp git yalnızlık gözler yollar aşk yalnızlık rüya kalp kalp gel gözler yalnızlık hayat yollar gel yalnızlık aşk yalnızlık bekle yalnızlık özlem bekle kalp özlem bekle yalnızlık özlem hayat gel aşk gel yollar bekle git,0.9925847053527832
lemmatized_skipgram_win2_dim300,özlem gece git gözler yalnızlık rüya yollar bekle kalp gözler gece git yollar rüya özlem özlem gel özlem gözler hayat özlem hayat yollar gece gel yalnızlık kalp bekle aşk gel gece gece bekle gece gel bekle gel rüya özlem aşk gel yollar gel bekle aşk git kalp aşk aşk kalp gece yalnızlık özlem kalp kalp aşk kalp git git gece yollar aşk hayat bekle özlem yollar yalnızlık kalp yollar gözler özlem özlem yollar yollar aşk yollar kalp rüya aşk özlem git yollar gel hayat hayat yollar rüya özlem kalp kalp aşk yollar gel bekle gel bekle özlem bekle rüya gel gel yalnızlık git gözler git bekle yollar hayat yalnızlık gece hayat kalp aşk git aşk özlem hayat kalp yollar aşk yalnızlık yalnızlık hayat gece özlem gözler rüya bekle yalnızlık gel yollar kalp gel özlem özlem kalp yalnızlık özlem yalnızlık yollar aşk gözler rüya kalp özlem yollar git yollar git hayat yollar kalp gece kalp git bekle rüya gel aşk yollar gece yalnızlık yalnızlık gece rüya bekle gece gözler bekle gece yalnızlık bekle gel gel yollar git özlem hayat gece yalnızlık aşk aşk git aşk hayat kalp yollar git gel gece gözler yalnızlık gece yollar bekle git özlem gel bekle kalp aşk gözler hayat yollar rüya özlem yalnızlık hayat gözler hayat hayat git rüya rüya git rüya aşk özlem rüya rüya rüya rüya kalp hayat hayat gözler yalnızlık rüya gözler gece bekle gözler yollar hayat aşk rüya gel gözler yalnızlık yalnızlık aşk yalnızlık rüya git bekle hayat gece aşk bekle rüya yalnızlık gel gel gece hayat git yollar gece gözler yalnızlık gel hayat kalp yalnızlık aşk bekle gel bekle aşk yalnızlık yalnızlık hayat hayat bekle gözler gece hayat aşk özlem gözler gece rüya git gece gece gece rüya yalnızlık yollar yollar gel yollar yalnızlık gözler gece kalp özlem kalp hayat bekle özlem hayat yollar gece yollar gel gece gözler rüya kalp yollar özlem kalp gel özlem özlem,0.9978002905845642
lemmatized_skipgram_win2_dim300,özlem kalp bekle yalnızlık bekle bekle rüya gel yalnızlık gel gel gece git kalp özlem bekle gel gel gel git gel yalnızlık gece özlem kalp gece özlem yollar gece rüya git git gece git yalnızlık gece rüya rüya git gel kalp bekle yollar rüya git git gözler gece gözler gözler gece gece yalnızlık aşk bekle aşk gece gel hayat gel aşk özlem gece kalp bekle git gece yollar bekle aşk özlem bekle yalnızlık git kalp kalp gece yollar yalnızlık rüya yollar yollar gece hayat bekle rüya yollar yollar rüya gözler kalp hayat bekle bekle gece rüya rüya hayat rüya gece hayat kalp özlem yollar git gece yalnızlık gel kalp git bekle gece özlem yalnızlık aşk git git gece gözler hayat hayat yollar gel rüya gözler özlem rüya hayat aşk gece gece git özlem aşk rüya yollar hayat yalnızlık kalp bekle özlem özlem aşk gözler hayat kalp bekle gel aşk gel hayat gece yalnızlık kalp gece git gel yalnızlık bekle hayat git hayat yollar aşk yalnızlık hayat gözler özlem gel yalnızlık aşk gel gözler git aşk gözler yalnızlık gözler gece rüya hayat git aşk rüya kalp gece gece gel git aşk kalp yollar hayat gözler yalnızlık gece bekle özlem git özlem hayat yollar aşk yollar rüya rüya özlem git aşk aşk gözler yollar git özlem hayat hayat kalp git özlem rüya rüya aşk gece bekle hayat rüya bekle özlem kalp kalp bekle yalnızlık özlem git rüya bekle gel bekle gel bekle gel gel gel gece bekle gece özlem bekle yollar hayat hayat özlem aşk hayat rüya bekle gözler gözler rüya bekle gözler gece git gel gel yollar git bekle aşk gözler bekle yalnızlık gel yollar yalnızlık bekle bekle git yollar kalp kalp aşk yalnızlık yalnızlık yalnızlık gözler gel aşk gece aşk git gel gel gözler bekle gece özlem hayat yollar gel aşk,0.9978002905845642
lemmatized_skipgram_win2_dim300,gece kalp aşk gözler gel gözler gece gece bekle özlem rüya yalnızlık aşk yollar bekle gel rüya yalnızlık yollar rüya git gel yalnızlık gözler özlem hayat özlem gel özlem yollar kalp yollar gece yalnızlık aşk git hayat yalnızlık özlem gel aşk yollar kalp bekle gel aşk kalp bekle yollar kalp bekle rüya gel özlem özlem bekle aşk gece kalp gece yalnızlık hayat yollar gel yollar yollar hayat hayat gözler bekle yollar aşk rüya özlem yalnızlık yollar yollar rüya özlem aşk yollar gözler gel gece gece özlem gel git git git bekle git gece kalp kalp yalnızlık git kalp hayat gece gece hayat gece aşk hayat gece gözler hayat özlem gece gözler gözler git bekle hayat yalnızlık gel rüya git gece kalp kalp git aşk rüya aşk kalp yollar yalnızlık git kalp bekle aşk git yollar özlem yalnızlık yalnızlık aşk yollar yollar aşk özlem aşk özlem gel kalp özlem git rüya gözler özlem gözler gözler özlem bekle bekle yalnızlık gece gözler hayat hayat bekle hayat aşk gözler bekle rüya kalp rüya hayat özlem yalnızlık yalnızlık gel aşk gece aşk kalp aşk gel hayat gece aşk gel gece gözler gel özlem gel yalnızlık yalnızlık yollar rüya git aşk hayat gece gel git kalp hayat rüya yalnızlık gel gel gel rüya git rüya hayat özlem git yalnızlık kalp rüya gözler bekle yollar yollar gece git rüya yollar gözler git yalnızlık rüya aşk rüya gece rüya git özlem yalnızlık özlem gece hayat gözler git yalnızlık gece yalnızlık gözler hayat git yalnızlık gel yollar hayat gel gözler özlem gel gel bekle gözler hayat kalp kalp bekle,0.9978002905845642
lemmatized_skipgram_win2_dim300,bekle git yalnızlık özlem kalp hayat git rüya aşk bekle hayat aşk gel yollar git kalp git yalnızlık yollar gözler yalnızlık rüya özlem gece yollar aşk yalnızlık gözler bekle gece aşk yollar aşk gece yollar gece yalnızlık hayat hayat aşk gel gözler kalp gözler git gözler hayat gel kalp git hayat aşk gözler yalnızlık yalnızlık gözler kalp gözler özlem hayat aşk özlem yalnızlık özlem gözler kalp rüya bekle kalp bekle gece hayat aşk yalnızlık bekle hayat rüya gözler gözler hayat hayat git hayat hayat özlem yalnızlık özlem kalp aşk gel özlem özlem bekle hayat kalp aşk gözler yalnızlık özlem gece hayat kalp gözler aşk özlem yollar gece yollar yollar hayat özlem bekle yalnızlık git özlem hayat git özlem özlem gel özlem gözler bekle yollar kalp yollar özlem gece aşk bekle gözler gece yalnızlık kalp özlem bekle gece yollar hayat hayat aşk gözler git git aşk gözler kalp gözler yollar kalp gel gel hayat yollar kalp yalnızlık özlem hayat kalp aşk yollar özlem gel gel gel kalp hayat bekle aşk kalp rüya bekle aşk gel bekle yollar gece bekle aşk aşk kalp yollar gel hayat bekle aşk git bekle git rüya gel yalnızlık gece rüya hayat gel gözler gözler bekle gözler kalp hayat kalp rüya yalnızlık gel bekle bekle hayat hayat rüya rüya gözler yalnızlık yollar git bekle yalnızlık yalnızlık yollar rüya bekle git gel hayat yalnızlık yalnızlık yalnızlık yalnızlık gözler git gel gel hayat gece yollar gece gece git bekle aşk gel hayat hayat gözler gözler bekle gece kalp rüya özlem yollar yalnızlık rüya gözler bekle hayat yalnızlık gözler rüya gece özlem git aşk,0.9978002905845642
lemmatized_skipgram_win2_dim300,gece gel hayat gözler bekle git bekle kalp gözler gözler gece hayat gel gözler yalnızlık özlem gözler aşk yollar aşk gece bekle yalnızlık git rüya aşk özlem yalnızlık özlem özlem gel hayat gece özlem yalnızlık rüya git yalnızlık hayat rüya gözler yollar gel bekle rüya git yalnızlık gel gece hayat yalnızlık yalnızlık git hayat yalnızlık kalp özlem hayat gece yollar gel git aşk hayat gözler git yollar gözler git kalp yollar bekle yollar gözler rüya rüya hayat git aşk kalp bekle hayat gözler yollar gece aşk gel git gözler gece özlem rüya rüya bekle gece yollar hayat gel yalnızlık yalnızlık bekle gece kalp bekle gözler aşk rüya gözler gel gece yollar aşk yalnızlık bekle gözler rüya git kalp özlem kalp git yollar yalnızlık gel hayat gel özlem rüya gel gözler kalp aşk kalp git aşk yalnızlık kalp git özlem özlem gözler rüya özlem yalnızlık yalnızlık yollar git gözler gözler gece git özlem git yollar gel bekle git git rüya gece git aşk gel kalp git gözler gözler gözler gel aşk aşk özlem gece kalp kalp kalp rüya rüya gözler gel bekle git rüya aşk kalp git yalnızlık gözler bekle hayat yollar gel gel gel bekle özlem özlem hayat bekle bekle git gel gel kalp yalnızlık kalp gece yalnızlık hayat yalnızlık yollar rüya gözler aşk gece özlem yalnızlık gece aşk yollar bekle aşk yalnızlık yollar yalnızlık yollar aşk yalnızlık özlem bekle yalnızlık hayat kalp git bekle yalnızlık hayat gece yollar hayat gece git aşk gece gel hayat gel bekle git bekle gece bekle özlem rüya bekle yollar gel yalnızlık yalnızlık gel özlem bekle git yalnızlık kalp bekle bekle gece kalp hayat kalp bekle yollar yollar hayat git yollar hayat rüya git git gözler rüya git kalp özlem aşk bekle kalp yalnızlık aşk kalp gece aşk özlem bekle yollar git gel yollar bekle rüya rüya gel özlem hayat kalp git git özlem yollar gözler özlem,0.9978002905845642
lemmatized_skipgram_win4_dim100,git gözler gel git yalnızlık hayat gel hayat bekle gece yalnızlık yalnızlık yalnızlık gece özlem git aşk gece gel bekle yalnızlık gece rüya yollar git aşk aşk özlem yollar gece aşk aşk rüya aşk git gece gel rüya özlem bekle gel kalp rüya gece özlem aşk gözler gece gel gel gel gece yollar bekle yalnızlık git gözler kalp hayat yollar yalnızlık hayat yollar gel gece rüya rüya kalp aşk gözler yalnızlık aşk bekle yalnızlık aşk aşk yalnızlık yalnızlık kalp özlem yalnızlık aşk kalp aşk yollar bekle gel özlem bekle gözler kalp gel hayat rüya hayat gece özlem gel yalnızlık gel aşk gece git kalp hayat rüya yollar bekle gözler git aşk gece gözler git gözler kalp yollar yollar hayat gece bekle özlem gözler aşk gözler gözler bekle gece gel yalnızlık gece özlem gözler git yollar bekle rüya git bekle yollar hayat özlem git bekle yalnızlık git hayat kalp hayat özlem git gözler git aşk rüya yalnızlık gece gel hayat özlem özlem gözler rüya yollar gel gece gece hayat gece yollar yalnızlık git gözler kalp gel aşk yalnızlık aşk yalnızlık gel yalnızlık git aşk aşk gözler gece yalnızlık yalnızlık git yollar yollar hayat rüya rüya hayat git hayat bekle gel aşk aşk rüya bekle özlem hayat gel aşk gözler aşk aşk hayat yalnızlık rüya hayat bekle hayat gece bekle gözler gece hayat rüya hayat gözler bekle yalnızlık bekle gözler gel bekle yalnızlık hayat gel hayat rüya aşk yalnızlık özlem bekle kalp kalp bekle yollar git hayat gel kalp git hayat bekle gel özlem yalnızlık yollar gözler gel git gel hayat özlem rüya git gözler rüya yalnızlık gece özlem yollar bekle gel aşk yollar yollar git gözler rüya kalp git hayat hayat bekle aşk hayat aşk gel bekle özlem özlem gel özlem rüya gel gece aşk gel gel gel gözler özlem yalnızlık yollar gel özlem gözler özlem rüya hayat gözler hayat gel gel gözler git yollar bekle git git kalp bekle kalp bekle gece bekle git gece yalnızlık yollar bekle hayat gözler gel aşk gözler özlem kalp aşk yollar gözler hayat yollar gece gözler gece aşk hayat yalnızlık gel gözler hayat bekle git gece gece git git git kalp git kalp gece kalp gece özlem aşk gözler yollar yollar gözler bekle hayat aşk yalnızlık özlem rüya git özlem git gözler git yollar aşk hayat gece rüya bekle kalp hayat kalp yollar gel yalnızlık git kalp gözler yollar bekle rüya gel yalnızlık gece rüya hayat hayat hayat yalnızlık aşk yalnızlık git gece gece yollar git özlem kalp hayat rüya git git gözler yalnızlık bekle hayat yalnızlık yollar yalnızlık rüya aşk aşk yollar yalnızlık gece rüya yollar kalp gözler gözler bekle aşk kalp bekle aşk hayat git gözler gözler yollar bekle kalp bekle yollar gel gözler özlem kalp hayat gece bekle aşk yollar gece yollar yollar kalp hayat hayat rüya hayat yollar yalnızlık yalnızlık aşk git git yollar bekle git rüya gözler kalp git hayat gel gece yollar kalp aşk gözler gel,0.988149106502533
lemmatized_skipgram_win4_dim100,gece git özlem kalp bekle gel özlem rüya git rüya gece rüya yollar gözler gözler özlem yalnızlık rüya hayat kalp yollar kalp git gece yollar yalnızlık gece kalp gel aşk hayat hayat rüya git yollar özlem aşk gel gözler gel kalp özlem özlem bekle bekle gece yollar kalp git özlem yalnızlık hayat git kalp gece kalp gece gece rüya özlem gel git yalnızlık kalp hayat bekle yalnızlık özlem yollar bekle yalnızlık özlem gözler özlem bekle gözler rüya gece gece yalnızlık yalnızlık özlem özlem yalnızlık aşk gözler kalp gözler yollar gece kalp kalp hayat bekle gel yollar git kalp rüya git aşk gel aşk rüya gece gözler kalp gece git git rüya aşk yollar aşk kalp gece gözler git bekle git rüya kalp kalp aşk git gece yalnızlık kalp yalnızlık gece özlem aşk hayat rüya özlem bekle rüya yollar rüya yalnızlık bekle git kalp bekle bekle yalnızlık kalp özlem gece git gözler yollar gözler gözler gel gel aşk hayat yollar kalp aşk gel gözler özlem gece özlem özlem kalp aşk hayat gece özlem rüya aşk gözler gece hayat gözler hayat aşk rüya hayat bekle rüya yalnızlık kalp hayat aşk kalp gözler gözler yollar yollar yalnızlık rüya yollar kalp gel aşk gözler gözler aşk yalnızlık kalp rüya gözler rüya gel gözler aşk yollar gece hayat aşk kalp git gözler rüya aşk aşk özlem gel yollar gece gözler yalnızlık aşk kalp gözler rüya rüya yollar gözler aşk kalp kalp gel kalp rüya özlem aşk yalnızlık rüya bekle özlem kalp rüya özlem gözler bekle yollar aşk rüya aşk gel bekle git yalnızlık gece hayat git yalnızlık özlem yalnızlık kalp aşk gözler özlem gel yalnızlık gel git yalnızlık rüya bekle rüya yalnızlık gel rüya yalnızlık aşk aşk gece özlem gece gel özlem gece kalp gözler rüya aşk gece rüya bekle yollar özlem yollar hayat kalp gece rüya hayat rüya gözler yalnızlık git gece gel aşk özlem rüya özlem kalp bekle kalp gece yalnızlık git kalp yalnızlık git yalnızlık yalnızlık yollar gece rüya özlem aşk kalp yalnızlık özlem gel gözler aşk git kalp bekle git hayat gözler rüya özlem rüya yollar rüya özlem özlem hayat gel özlem rüya aşk yalnızlık rüya git gece yalnızlık yalnızlık gece gel aşk bekle gece aşk kalp git kalp yalnızlık kalp aşk aşk aşk hayat rüya git hayat gece rüya git özlem yalnızlık git gözler yalnızlık özlem özlem gel gözler aşk gece yalnızlık gözler yalnızlık özlem yollar aşk gel yollar yollar kalp yalnızlık özlem bekle gözler gel özlem gel özlem kalp gel yollar aşk bekle,0.988149106502533
