abiye,akesim,ayakkabı,bej,bel,bir,blazer,bluz,bol,boğazlı,ceketle,clutch,crop,dantel,davetleri,dekolteli,detaylı,düz,düğünlerde,elbise,elbisesi,etekle,feminen,gece,geniş,gri,gömlek,görünüm,günlük,ideal,jean,kahverengi,kazakla,kokteyl,kol,kollu,kombin,kombinlenebilir,kombinlenerek,krem,krep,kruvaze,kullanım,kumaş,kısa,kışlık,lacivert,mezuniyet,modern,ofise,orta,pamuklu,pantolon,pantolonla,paça,saten,sağlar,siyah,sneaker,stil,straplez,sırt,takılarla,tamamlanabilir,tarz,tişörtle,top,topuklu,triko,uygun,uzun,volanlı,yaka,yeşil,yüksek,zarif,şifon,şık,şıklık
0.0,0.0,0.0,0.3479181818001764,0.19814330424737917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30908344685757283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3588793450858715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4063994624857865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19814330424737917,0.0,0.19814330424737917,0.0,0.0,0.0,0.3588793450858715,0.0,0.0,0.0,0.0,0.0,0.0,0.4063994624857865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27879784741151176,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2113664918943924,0.0,0.32654503613862723,0.0,0.352504184914685,0.0,0.41636778987285833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32811764005734106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828293288652021,0.0,0.0,0.0,0.29740355435633553,0.0,0.2113664918943924,0.0,0.2113664918943924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34503806450891616,0.0
0.0,0.0,0.0,0.0,0.2022886337476038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3469418698308532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39250165504449547,0.0,0.0,0.0,0.31402550385730504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39250165504449547,0.0,0.0,0.0,0.0,0.28463053979475367,0.0,0.2022886337476038,0.0,0.2022886337476038,0.0,0.0,0.33921977541582615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39250165504449547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2113664918943924,0.0,0.32654503613862723,0.0,0.352504184914685,0.0,0.41636778987285833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32811764005734106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828293288652021,0.0,0.0,0.0,0.29740355435633553,0.0,0.2113664918943924,0.0,0.2113664918943924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34503806450891616,0.0
0.0,0.0,0.0,0.0,0.2109979725716455,0.0,0.32597570201908144,0.0,0.0,0.0,0.4156418489984919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3618791119320261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3275455640891423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2968850286645306,0.0,0.2109979725716455,0.0,0.2109979725716455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3773611788471666,0.0,0.0,0.0,0.3444364876330589,0.0
0.0,0.0,0.0,0.3903171482765371,0.22228999089316367,0.0,0.0,0.0,0.3707217324382639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4052177695074189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32648187084436503,0.31277348077714984,0.0,0.22228999089316367,0.0,0.22228999089316367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945672855618912,0.0,0.32648187084436503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19513941075301225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3786299816554681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3346803564297785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35343865995113594,0.0,0.3786299816554681,0.0,0.0,0.0,0.19513941075301225,0.0,0.19513941075301225,0.0,0.0,0.0,0.0,0.3786299816554681,0.0,0.0,0.0,0.0,0.0,0.0,0.3786299816554681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27457121435285764,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19841732285602626,0.0,0.0,0.0,0.3309083480519886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35937565062183774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32389963248048936,0.0,0.0,0.40696148508699564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19841732285602626,0.0,0.19841732285602626,0.0,0.0,0.0,0.35937565062183774,0.0,0.0,0.0,0.0,0.0,0.0,0.40696148508699564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27918340572513584,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.20290082861888029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347991835068181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936894998370288,0.0,0.0,0.0,0.3149758528677755,0.0,0.0,0.3312185794751845,0.0,0.0,0.0,0.0,0.0,0.3936894998370288,0.0,0.0,0.0,0.0,0.2854919295497926,0.0,0.20290082861888029,0.0,0.20290082861888029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936894998370288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.22577071164742119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3521793987464258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115628590665628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33159407683785475,0.0,0.0,0.22577071164742119,0.0,0.22577071164742119,0.0,0.0,0.3785971000034828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29917975803652164,0.0,0.33159407683785475,0.0,0.0,0.0,0.0,0.31767103438065697,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2044255234622907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3188830713073373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966478729220093,0.0,0.0,0.0,0.31734273358450416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966478729220093,0.0,0.0,0.0,0.0,0.2876372538236401,0.0,0.2044255234622907,0.0,0.2044255234622907,0.0,0.0,0.3428031465409132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3966478729220093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.22577071164742119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3521793987464258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115628590665628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33159407683785475,0.31767103438065697,0.0,0.22577071164742119,0.0,0.22577071164742119,0.0,0.0,0.3785971000034828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29917975803652164,0.0,0.33159407683785475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19513941075301225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3786299816554681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3346803564297785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35343865995113594,0.0,0.3786299816554681,0.0,0.27457121435285764,0.0,0.19513941075301225,0.0,0.19513941075301225,0.0,0.0,0.0,0.0,0.3786299816554681,0.0,0.0,0.0,0.0,0.0,0.0,0.3786299816554681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19779472658328778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392344444281022,0.0,0.0,0.0,0.35824799736369717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3228832963006587,0.0,0.0,0.4056845164225856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19779472658328778,0.0,0.19779472658328778,0.0,0.0,0.0,0.35824799736369717,0.0,0.0,0.0,0.0,0.0,0.0,0.4056845164225856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2783073806618351,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3543931800953298,0.20183088835281315,0.0,0.0,0.0,0.33660128505592474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39161348934919255,0.0,0.0,0.0,0.31331491658616434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39161348934919255,0.0,0.0,0.0,0.0,0.2839864684181563,0.0,0.20183088835281315,0.0,0.20183088835281315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39161348934919255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19784470773632828,0.0,0.0,0.0,0.3299533753681452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35833852378111986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40578702967079866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27837770672171264,0.0,0.19784470773632828,0.0,0.19784470773632828,0.0,0.0,0.3317677127092763,0.35833852378111986,0.0,0.0,0.0,0.0,0.0,0.0,0.40578702967079866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.3569326711953794,0.2032771569986974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31709173616143743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944196916880585,0.0,0.0,0.0,0.31556005133161663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944196916880585,0.0,0.0,0.0,0.0,0.28602144298761173,0.0,0.2032771569986974,0.0,0.2032771569986974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3944196916880585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2229019690228056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3822954581731023,0.0,0.4063333591553576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32738069568069045,0.0,0.0,0.2229019690228056,0.0,0.2229019690228056,0.0,0.0,0.37378647762287937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2953782475658372,0.0,0.32738069568069045,0.0,0.0,0.0,0.0,0.31363456556553143,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2113664918943924,0.0,0.32654503613862723,0.0,0.352504184914685,0.0,0.41636778987285833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32811764005734106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3828293288652021,0.0,0.0,0.0,0.29740355435633553,0.0,0.2113664918943924,0.0,0.2113664918943924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34503806450891616,0.0
0.0,0.0,0.0,0.0,0.22577071164742119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3521793987464258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4115628590665628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33159407683785475,0.0,0.0,0.22577071164742119,0.0,0.22577071164742119,0.0,0.0,0.3785971000034828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29917975803652164,0.0,0.33159407683785475,0.0,0.0,0.0,0.0,0.31767103438065697,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2266227578455637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535085043490809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4131160745691651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3699426386835944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33284549457239904,0.0,0.0,0.2266227578455637,0.0,0.2266227578455637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30030884592190826,0.0,0.33284549457239904,0.0,0.0,0.0,0.0,0.3188699073218325,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.37278351011763017,0.2123043874322928,0.0,0.32799401288784147,0.0,0.3540683500723671,0.0,0.41821533670370753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329573594914509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2987232217458378,0.0,0.2123043874322928,0.0,0.2123043874322928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34656910028572413,0.0
0.0,0.0,0.0,0.3543931800953298,0.20183088835281315,0.0,0.0,0.0,0.33660128505592474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39161348934919255,0.0,0.0,0.0,0.31331491658616434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39161348934919255,0.0,0.0,0.0,0.0,0.0,0.0,0.20183088835281315,0.0,0.20183088835281315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39161348934919255,0.0,0.0,0.0,0.0,0.0,0.2839864684181563,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.21021248408566431,0.0,0.32476218248842026,0.0,0.0,0.0,0.41409452661097756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3605319336995757,0.38571335178291494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263262003858306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21021248408566431,0.0,0.21021248408566431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29577980585677593,0.0,0.0,0.3431542435816584,0.0
0.0,0.0,0.0,0.0,0.1979635795056848,0.0,0.0,0.0,0.3301516224781333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358553825645081,0.0,0.0,0.3301516224781333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4060308401964923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1979635795056848,0.0,0.1979635795056848,0.0,0.0,0.0,0.358553825645081,0.0,0.0,0.0,0.0,0.0,0.0,0.4060308401964923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27854496543146556,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.19763603577413938,0.0,0.0,0.0,0.3296053649560563,0.0,0.0,0.0,0.3834741957601545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3296053649560563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3834741957601545,0.0,0.0,0.0,0.19763603577413938,0.0,0.19763603577413938,0.0,0.0,0.0,0.0,0.3834741957601545,0.0,0.0,0.0,0.0,0.0,0.0,0.3834741957601545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27808409450961,0.0,0.0,0.0,0.0
